X,Y,comment_,objectid,featuretype,descripton,class,facility_name,facility_operationalstatus,facility_address,abs_suburb,facility_state,abs_postcode,facility_attribute_source,facility_attribute_date,facility_source,facility_date,facility_spatial_confidence,facility_revised,facility_lat,facility_long,validated,gnaf_building_name,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_confidence,gnaf_postcode,gnaf_suburb,distance_to_gnaf,gnaf_lat,gnaf_long
115.903359894,-33.6067918909999,,4103,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,THOMSONS BROOK,OPERATIONAL,,CHARLEY CREEK,WESTERN AUSTRALIA,6239,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-33.60679189099994,115.903359894,,,GAWA_163377493,475 BROOKHAMPTON ROAD,0,6239,CHARLEY CREEK,111,-33.60612553999994,115.90246414
116.071384444,-31.4182344449999,,4104,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,UPPER CHITTERING,OPERATIONAL,,CHITTERING,WESTERN AUSTRALIA,6084,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-31.41823444499994,116.07138444400005,,,GAWA_718825046,6 IBIS WAY,1,6084,CHITTERING,2,-31.41824651999997,116.07137149000005
115.728201804,-31.671955237,,4105,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,QUINNS ROCKS,OPERATIONAL,,CLARKSON,WESTERN AUSTRALIA,6030,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-31.671955236999963,115.72820180400004,,VOLUNTEER BUSH FIRE STATION,GAWA_162641318,14 HIDDEN VALLEY RETREAT,1,6030,CLARKSON,18,-31.671901289999937,115.72838452000008
115.847882872,-32.122471103,,4106,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,SOUTH COOGEE,OPERATIONAL,,COCKBURN CENTRAL,WESTERN AUSTRALIA,6164,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-32.12247110299995,115.84788287200001,,,GAWA_718387418,71 BUCKLEY STREET,1,6164,COCKBURN CENTRAL,5,-32.12251012999997,115.8478623100001
116.150621111,-33.357612778,,4107,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COLLIE,OPERATIONAL,,COLLIE,WESTERN AUSTRALIA,6225,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-33.357612777999975,116.15062111100008,,,GAWA_146948057,130 FORREST STREET,0,6225,COLLIE,16,-33.357489999999984,116.15072000000009
151.965252826,-24.42643473,NO GNAF POINT,4108,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WARTBURG RURAL,OPERATIONAL,300 DEEPWATER ROAD,DEEPWATER,QUEENSLAND,4674,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,2018/07/04 00:00:00+00,-24.426434729999983,151.9652528260001,,,,,,,,,,
152.571495925,-25.517794518,NO GNAF POINT,4109,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,DUNMORA RURAL,OPERATIONAL,OLD GAYNDAH ROAD,DUNMORA,QUEENSLAND,4650,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,2018/07/04 00:00:00+00,-25.51779451799996,152.57149592500002,,,,,,,,,,
123.649007603,-17.309837764,,4110,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,DERBY,OPERATIONAL,,DERBY,WESTERN AUSTRALIA,6728,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-17.30983776399995,123.64900760300009,,,GAWA_146991661,2 SUTHERLAND STREET,2,6728,DERBY,0,-17.309837759999937,123.64900760000012
123.678650555,-17.3417388889999,,4111,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,HAMLET GROVE,OPERATIONAL,,DERBY,WESTERN AUSTRALIA,6728,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-17.34173888899994,123.6786505550001,,,GAWA_718719092,7 WINDJANA ROAD,0,6728,DERBY,11,-17.341697649999958,123.67855299000007
116.211157222,-34.235510556,,4112,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,DINGUP,OPERATIONAL,,DINGUP,WESTERN AUSTRALIA,6258,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-34.23551055599995,116.21115722200011,,,GAWA_163379153,33 FERNHILL ROAD,2,6258,DINGUP,77,-34.23517876999995,116.21041902000002
115.823019377,-33.576054241,,4113,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,DONNYBROOK TOWN,OPERATIONAL,,DONNYBROOK,WESTERN AUSTRALIA,6239,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-33.57605424099995,115.82301937700004,,,GAWA_146933588,3 BENTLEY STREET,1,6239,DONNYBROOK,4,-33.576089999999965,115.82301000000007
115.823019377,-33.576054241,,4114,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,DONNYBROOK,OPERATIONAL,,DONNYBROOK,WESTERN AUSTRALIA,6239,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-33.57605424099995,115.82301937700004,,,GAWA_146933588,3 BENTLEY STREET,1,6239,DONNYBROOK,4,-33.576089999999965,115.82301000000007
117.615062778,-34.633014445,NO GNAF POINT,4115,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MIDDLE WARD,OPERATIONAL,,MOUNT BARKER,WESTERN AUSTRALIA,6324,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-34.63301444499996,117.61506277800004,,,,,,,,,,
119.101227778,-31.697726667,NO GNAF POINT,4116,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MT HAMPTON,OPERATIONAL,,MOUNT HAMPTON,WESTERN AUSTRALIA,6426,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-31.697726666999984,119.10122777800007,,,,,,,,,,
117.430278889,-31.877986667,NO GNAF POINT,4117,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,QUAIRADING NORTH,OPERATIONAL,,MOUNT STIRLING,WESTERN AUSTRALIA,6383,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-31.87798666699996,117.43027888900008,,,,,,,,,,
115.944298958,-33.7431659449999,NO GNAF POINT,4118,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MULLALYUP,OPERATIONAL,,MULLALYUP,WESTERN AUSTRALIA,6252,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-33.74316594499993,115.9442989580001,,,,,,,,,,
116.979886667,-33.8439361109999,NO GNAF POINT,4119,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MURADUP,OPERATIONAL,,MURADUP,WESTERN AUSTRALIA,6394,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-33.84393611099995,116.97988666700007,,,,,,,,,,
115.027298333,-33.700491111,,4120,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,YALLINGUP RURAL,OPERATIONAL,,YALLINGUP,WESTERN AUSTRALIA,6282,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-33.70049111099996,115.02729833300009,,,GAWA_162260668,2928 CAVES ROAD,1,6282,YALLINGUP,32,-33.70045811999995,115.02764453000009
115.640612075,-31.5445846869999,,4121,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,YANCHEP,OPERATIONAL,,YANCHEP,WESTERN AUSTRALIA,6035,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-31.54458468699994,115.64061207500004,,,GAWA_146927070,2 GLENROTHES CRESCENT,1,6035,YANCHEP,11,-31.544529999999952,115.64051000000006
116.063377606,-33.7778892599999,NO GNAF POINT,4122,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MUNRO,OPERATIONAL,,WILGA WEST,WESTERN AUSTRALIA,6243,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-33.77788925999994,116.06337760600002,,,,,,,,,,
121.888362778,-33.818066667,NO GNAF POINT,4123,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,PINK LAKE,OPERATIONAL,,WINDABOUT,WESTERN AUSTRALIA,6450,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-33.81806666699998,121.8883627780001,,,,,,,,,,
116.265748889,-33.931937778,NO GNAF POINT,4124,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WINNEJUP,OPERATIONAL,,WINNEJUP,WESTERN AUSTRALIA,6255,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-33.93193777799996,116.26574888900006,,,,,,,,,,
117.441051667,-33.559041667,NO GNAF POINT,4125,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WOODANILLING CENTRAL,OPERATIONAL,,WOODANILLING,WESTERN AUSTRALIA,6316,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-33.559041666999974,117.44105166700001,,,,,,,,,,
116.393628889,-31.8624616669999,NO GNAF POINT,4126,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,INKPEN,OPERATIONAL,,WOOTTATING,WESTERN AUSTRALIA,6562,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-31.862461666999934,116.39362888900007,,,,,,,,,,
115.855497778,-33.453617778,NO GNAF POINT,4127,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,UPPER FERGUSON,OPERATIONAL,,FERGUSON,WESTERN AUSTRALIA,6236,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-33.453617777999966,115.85549777800009,,,,,,,,,,
117.131827222,-34.242500556,NO GNAF POINT,4128,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,GORDON,OPERATIONAL,,FRANKLAND RIVER,WESTERN AUSTRALIA,6396,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-34.24250055599998,117.13182722200008,,,,,,,,,,
116.865675555,-34.2993144449999,NO GNAF POINT,4129,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,BOKERUP / UNICUP,OPERATIONAL,,FRANKLAND RIVER,WESTERN AUSTRALIA,6396,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-34.299314444999936,116.86567555500005,,,,,,,,,,
115.889200346,-32.996334298,,4130,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,COOKERNUP,OPERATIONAL,,COOKERNUP,WESTERN AUSTRALIA,6220,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-32.996334297999965,115.88920034600005,,,GAWA_718873257,242 RIVERDALE ROAD,2,6219,COOKERNUP,142,-32.99553573999998,115.88801116000002
118.917453889,-33.940475556,,4131,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,JERRAMUNGUP,OPERATIONAL,,JERRAMUNGUP,WESTERN AUSTRALIA,6337,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-33.94047555599997,118.91745388900006,,,GAWA_147027026,10 MEMORIAL ROAD,0,6337,JERRAMUNGUP,19,-33.94064999999995,118.9174700000001
115.225071289,-33.751046732,,4132,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KALOORUP & DISTRICT,OPERATIONAL,,JINDONG,WESTERN AUSTRALIA,6280,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-33.75104673199996,115.22507128900008,,,GAWA_162268034,335 PAYNE ROAD,1,6280,JINDONG,30,-33.75083304999998,115.22526004000008
118.002147222,-32.786192222,,4133,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,JITARNING,OPERATIONAL,,JITARNING,WESTERN AUSTRALIA,6365,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-32.786192221999954,118.00214722200008,,,GAWA_720361999,25 CURRAN STREET,1,6365,JITARNING,9,-32.786125099999936,118.00219498000001
115.037005486,-30.3080368239999,,4134,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,JURIEN BAY,OPERATIONAL,,JURIEN BAY,WESTERN AUSTRALIA,6516,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-30.30803682399994,115.03700548600011,,,GAWA_147027415,73 BASHFORD STREET,2,6516,JURIEN BAY,12,-30.308009999999967,115.03713000000005
116.058404129,-31.976389292,,4135,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KALAMUNDA,OPERATIONAL,,KALAMUNDA,WESTERN AUSTRALIA,6076,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-31.976389291999965,116.05840412900011,,,GAWA_146698470,38 CENTRAL ROAD,1,6076,KALAMUNDA,26,-31.97637999999995,116.05813
117.115922778,-30.361508333,,4136,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KALANNIE,OPERATIONAL,,KALANNIE,WESTERN AUSTRALIA,6468,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-30.36150833299996,117.11592277800003,,,GAWA_162763241,61 ROCHE STREET,2,6468,KALANNIE,8,-30.361485569999957,117.11583939000002
117.033589707,-31.1936127069999,,4137,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,DOWERIN,OPERATIONAL,,DOWERIN,WESTERN AUSTRALIA,6461,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-31.193612706999943,117.03358970700003,,SHIRE OF DOWERIN,GAWA_162261405,13 COTTRELL STREET,1,6461,DOWERIN,70,-31.193940769999983,117.03295815000001
117.904866111,-32.8713211109999,,4138,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,DUDININ,OPERATIONAL,,DUDININ,WESTERN AUSTRALIA,6363,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-32.87132111099993,117.90486611100005,,DUDININ PO,GAWA_162791628,LOT 48 JOHNSTON STREET,1,6363,DUDININ,14,-32.87131087999995,117.90471665000007
116.776505319,-31.0533353119999,,4139,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KONNONGORRING,OPERATIONAL,,KONNONGORRING,WESTERN AUSTRALIA,6603,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-31.053335311999945,116.77650531900008,,,GAWA_161993599,7122 NORTHAM-PITHARA ROAD,2,6603,KONNONGORRING,49,-31.053715239999974,116.7767570100001
116.025248153,-30.8051653059999,,4140,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KOOJAN,OPERATIONAL,,KOOJAN,WESTERN AUSTRALIA,6510,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-30.805165305999935,116.025248153,,,GAWA_162259481,6793 BINDOON-MOORA ROAD,2,6510,KOOJAN,26,-30.80538654999998,116.02514786000006
117.484666141,-30.826129215,,4141,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KOORDA TOWN,OPERATIONAL,,KOORDA,WESTERN AUSTRALIA,6475,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-30.82612921499998,117.48466614100005,,,GAWA_147032513,21 SMITH STREET,1,6475,KOORDA,17,-30.826079999999934,117.48450000000003
117.178837778,-34.9313522219999,,4142,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,SOMERSET HILL,OPERATIONAL,,KORDABUP,WESTERN AUSTRALIA,6333,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-34.93135222199993,117.17883777800012,,,GAWA_718389272,928 HAPPY VALLEY ROAD,1,6333,KORDABUP,7,-34.93136108999994,117.17890984000007
117.128219444,-34.916503889,,4143,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KORDABUP / OWINGUP,OPERATIONAL,,KORDABUP,WESTERN AUSTRALIA,6333,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-34.916503888999955,117.12821944400002,,,GAWA_719967058,995 KORDABUP ROAD,0,6333,KORDABUP,27,-34.91670308999994,117.12837949000004
115.900245555,-32.959438889,,4144,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,YARLOOP,OPERATIONAL,,YARLOOP,WESTERN AUSTRALIA,6218,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-32.959438888999955,115.90024555500008,,,GAWA_147246063,71 RAILWAY PARADE,1,6218,YARLOOP,28,-32.959679319999964,115.90034404000005
117.62995282,-32.591480464,,4145,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,YEALERING-86 GATE,OPERATIONAL,,YEALERING,WESTERN AUSTRALIA,6372,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-32.59148046399997,117.62995282000009,,,GAWA_147245678,39 ROBERTS STREET,2,6372,YEALERING,21,-32.59166602999994,117.62995534000004
115.079004444,-33.709286111,,4146,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,YALLINGUP RURAL,OPERATIONAL,,YELVERTON,WESTERN AUSTRALIA,6280,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-33.70928611099998,115.07900444400002,,,GAWA_162872367,167 THORNTON ROAD,1,6280,YELVERTON,45,-33.70958713999994,115.07868312000005
116.391145604,-30.922779497,,4147,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,YERECOIN / PIAWANING,OPERATIONAL,,YERECOIN,WESTERN AUSTRALIA,6571,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,2018/08/15 00:00:00+00,-30.922779496999965,116.39114560400003,,,GAWA_147045244,28 MILING ROAD,1,6571,YERECOIN,23,-30.922687349999933,116.39093477000006
